viallabel,barcode,sampletypecode,shipping_box,shipping_position,new_batch
11151020401,8019474019,4,7000164183,G05,batch_13
11068010401,8010746280,4,7000164183,G06,batch_15
11165050401,8038299021,4,7000164183,G07,batch_13
11018060401,8019475750,4,7000164183,G08,batch_7
11015070401,8019475417,4,7000164183,G09,batch_12
11061060401,8019475410,4,7000164183,G10,batch_1
11013070401,8019475307,4,7000164183,G11,batch_13
11017020401,8019475214,4,7000164183,G12,batch_5
11082050401,8010745489,4,7000164183,H01,batch_15
11167010401,8038299014,4,7000164183,H02,batch_15
11069050401,8010746867,4,7000164183,H03,batch_4
11152060401,8019474260,4,7000164183,H04,batch_12
11151030401,8019474193,4,7000164183,H05,batch_13
11068050401,8010746264,4,7000164183,H06,batch_15
11165060401,8019474813,4,7000164183,H07,batch_13
11018070401,8019475259,4,7000164183,H08,batch_7
11014010401,8019475385,4,7000164183,H09,batch_2
11061070401,8019475776,4,7000164183,H10,batch_1
11016010401,8019475018,4,7000164183,H11,batch_5
11017030401,8019475646,4,7000164183,H12,batch_5
11203070401,8038297648,4,7000164195,A01,batch_6
11261020401,8010769467,4,7000164195,A02,batch_5
11038050401,8010758260,4,7000164195,A03,batch_6
11226050401,8038298699,4,7000164195,A04,batch_16
11308010401,8010759511,4,7000164195,A05,batch_16
11315060401,8010751191,4,7000164195,A06,batch_6
11201010401,8038297760,4,7000164195,A07,batch_5
11307070401,8010748459,4,7000164195,A08,batch_7
11202070401,8038297737,4,7000164195,A09,batch_14
11271040401,8010769028,4,7000164195,A10,batch_8
11035020401,8010758312,4,7000164195,A11,batch_2
11363070401,8010751862,4,7000164195,A12,batch_14
11260010401,8010769377,4,7000164195,B01,batch_2
11261030401,8010769057,4,7000164195,B02,batch_5
11038070401,8019473065,4,7000164195,B03,batch_6
11226070401,8038298456,4,7000164195,B04,batch_16
11308040401,8010759367,4,7000164195,B05,batch_16
11106010401,8019471919,4,7000164195,B06,batch_7
11201040401,8038297687,4,7000164195,B07,batch_5
11316010401,8010751287,4,7000164195,B08,batch_16
11204010401,8038297726,4,7000164195,B09,batch_1
11271050401,8010769122,4,7000164195,B10,batch_8
11035030401,8019471562,4,7000164195,B11,batch_2
11107010401,8019471414,4,7000164195,B12,batch_2
11260020401,8010768983,4,7000164195,C01,batch_2
11261040401,8010769003,4,7000164195,C02,batch_5
11225010401,8038297986,4,7000164195,C03,batch_15
11263010401,8010768688,4,7000164195,C04,batch_1
11308050401,8010759080,4,7000164195,C05,batch_16
11305010401,8010768764,4,7000164195,C06,batch_4
11201050401,8038296917,4,7000164195,C07,batch_5
11316040401,8010761553,4,7000164195,C08,batch_16
11204040401,8038297565,4,7000164195,C09,batch_1
11273010401,8010769067,4,7000164195,C10,batch_13
11035040401,8019471642,4,7000164195,C11,batch_2
11314010401,8010751561,4,7000164195,C12,batch_8
11260030401,8010769337,4,7000164195,D01,batch_2
11261050401,8010769469,4,7000164195,D02,batch_5
11225040401,8038297895,4,7000164195,D03,batch_15
11263020401,8010768863,4,7000164195,D04,batch_1
11308060401,8010759769,4,7000164195,D05,batch_16
11305040401,8010759715,4,7000164195,D06,batch_4
11201060401,8038297601,4,7000164195,D07,batch_5
11316050401,8010751326,4,7000164195,D08,batch_16
11204050401,8038297335,4,7000164195,D09,batch_1
11273020401,8010769397,4,7000164195,D10,batch_13
11035050401,8010758416,4,7000164195,D11,batch_2
11314040401,8010751771,4,7000164195,D12,batch_8
11260040401,8010769178,4,7000164195,E01,batch_2
11038010401,8010746465,4,7000164195,E02,batch_6
11225050401,8038298447,4,7000164195,E03,batch_15
11263030401,8010768928,4,7000164195,E04,batch_1
11308070401,8010761642,4,7000164195,E05,batch_16
11305050401,8010759265,4,7000164195,E06,batch_4
11307010401,8010748386,4,7000164195,E07,batch_7
11316070401,8010751334,4,7000164195,E08,batch_16
11204070401,8038297573,4,7000164195,E09,batch_1
11273030401,8010769348,4,7000164195,E10,batch_13
11035070401,8010746622,4,7000164195,E11,batch_2
11314050401,8010751451,4,7000164195,E12,batch_8
11260050401,8010768765,4,7000164195,F01,batch_2
11038020401,8010746724,4,7000164195,F02,batch_6
11225060401,8038298559,4,7000164195,F03,batch_15
11263040401,8010768773,4,7000164195,F04,batch_1
11315010401,8010748993,4,7000164195,F05,batch_6
11306010401,8010759676,4,7000164195,F06,batch_9
11307040401,8010759131,4,7000164195,F07,batch_7
11202010401,8038297278,4,7000164195,F08,batch_14
11271010401,8010769201,4,7000164195,F09,batch_8
11273040401,8010768992,4,7000164195,F10,batch_13
11363010401,8010751607,4,7000164195,F11,batch_14
11274010401,8010769324,4,7000164195,F12,batch_6
11260070401,8010769040,4,7000164195,G01,batch_2
11038030401,8019473327,4,7000164195,G02,batch_6
11226010401,8038298648,4,7000164195,G03,batch_16
11263050401,8010768835,4,7000164195,G04,batch_1
11315040401,8010759239,4,7000164195,G05,batch_6
11306040401,8010759338,4,7000164195,G06,batch_9
11307050401,8010759600,4,7000164195,G07,batch_7
11202040401,8038297285,4,7000164195,G08,batch_14
11271020401,8010769594,4,7000164195,G09,batch_8
11273050401,8010769291,4,7000164195,G10,batch_13
11363040401,8010751675,4,7000164195,G11,batch_14
11274020401,8010769341,4,7000164195,G12,batch_6
11261010401,8010768879,4,7000164195,H01,batch_5
11038040401,8019473948,4,7000164195,H02,batch_6
11226040401,8038298543,4,7000164195,H03,batch_16
11263060401,8010768794,4,7000164195,H04,batch_1
11315050401,8010751931,4,7000164195,H05,batch_6
11306050401,8010761390,4,7000164195,H06,batch_9
11307060401,8010759209,4,7000164195,H07,batch_7
11202050401,8038297448,4,7000164195,H08,batch_14
11271030401,8010768736,4,7000164195,H09,batch_8
11035010401,8010746796,4,7000164195,H10,batch_2
11363050401,8010751870,4,7000164195,H11,batch_14
11274030401,8010769568,4,7000164195,H12,batch_6
11158010401,8019474895,4,7000164196,A01,batch_11
11205040401,8038297740,4,7000164196,A02,batch_12
11034060401,8019473105,4,7000164196,A03,batch_1
11033030401,8019473470,4,7000164196,A04,batch_16
11244040401,8038296867,4,7000164196,A05,batch_10
11247010401,8038298476,4,7000164196,A06,batch_3
11278060401,8010759825,4,7000164196,A07,batch_7
11047070401,8019475449,4,7000164196,A08,batch_7
11310040401,8010759812,4,7000164196,A09,batch_9
11255060401,8010768716,4,7000164196,A10,batch_8
11259070401,8010768959,4,7000164196,A11,batch_10
11256040401,8010768904,4,7000164196,A12,batch_11
11158020401,8038298912,4,7000164196,B01,batch_11
11205050401,8038297219,4,7000164196,B02,batch_12
11156010401,8038299095,4,7000164196,B03,batch_3
11033040401,8019473971,4,7000164196,B04,batch_16
11244050401,8038297953,4,7000164196,B05,batch_10
11247040401,8038298370,4,7000164196,B06,batch_3
11278070401,8010759926,4,7000164196,B07,batch_7
11269010401,8010769598,4,7000164196,B08,batch_8
11310050401,8010748192,4,7000164196,B09,batch_9
11255070401,8010768854,4,7000164196,B10,batch_8
11265010401,8010768962,4,7000164196,B11,batch_11
11256050401,8010769475,4,7000164196,B12,batch_11
11158030401,8019474197,4,7000164196,C01,batch_11
11205060401,8038297606,4,7000164196,C02,batch_12
11156020401,8038299220,4,7000164196,C03,batch_3
11033050401,8010746830,4,7000164196,C04,batch_16
11244070401,8038293988,4,7000164196,C05,batch_10
11247050401,8038298346,4,7000164196,C06,batch_3
11047010401,8019471235,4,7000164196,C07,batch_7
11269020401,8010769524,4,7000164196,C08,batch_8
11310060401,8010748471,4,7000164196,C09,batch_9
11259010401,8010768737,4,7000164196,C10,batch_10
11265020401,8010768776,4,7000164196,C11,batch_11
11256070401,8010769278,4,7000164196,C12,batch_11
11158040401,8019474918,4,7000164196,D01,batch_11
11034010401,8019473445,4,7000164196,D02,batch_1
11156030401,8038299121,4,7000164196,D03,batch_3
11033070401,8019473677,4,7000164196,D04,batch_16
11275010401,8010768709,4,7000164196,D05,batch_11
11278010401,8010759802,4,7000164196,D06,batch_7
11047020401,8010758724,4,7000164196,D07,batch_7
11269030401,8010769044,4,7000164196,D08,batch_8
11255010401,8010769226,4,7000164196,D09,batch_8
11259020401,8010769282,4,7000164196,D10,batch_10
11265040401,8010768841,4,7000164196,D11,batch_11
11311010401,8010759598,4,7000164196,D12,batch_10
11158050401,8019474330,4,7000164196,E01,batch_11
11034020401,8019473219,4,7000164196,E02,batch_1
11156040401,8038298941,4,7000164196,E03,batch_3
11206010401,8038297675,4,7000164196,E04,batch_7
11275020401,8010768682,4,7000164196,E05,batch_11
11278020401,8010759112,4,7000164196,E06,batch_7
11047030401,8010746600,4,7000164196,E07,batch_7
11269040401,8010769053,4,7000164196,E08,batch_8
11255020401,8010769158,4,7000164196,E09,batch_8
11259030401,8010769419,4,7000164196,E10,batch_10
11265050401,8010769326,4,7000164196,E11,batch_11
11311040401,8010759843,4,7000164196,E12,batch_10
11158060401,8038299398,4,7000164196,F01,batch_11
11034030401,8019473891,4,7000164196,F02,batch_1
11156050401,8038299007,4,7000164196,F03,batch_3
11206050401,8038297134,4,7000164196,F04,batch_7
11275030401,8010768824,4,7000164196,F05,batch_11
11278030401,8010759154,4,7000164196,F06,batch_7
11047040401,8010746810,4,7000164196,F07,batch_7
11269050401,8010768848,4,7000164196,F08,batch_8
11255030401,8010769531,4,7000164196,F09,batch_8
11259040401,8010769365,4,7000164196,F10,batch_10
11256010401,8010769306,4,7000164196,F11,batch_11
11311050401,8010760968,4,7000164196,F12,batch_10
11158070401,8019474711,4,7000164196,G01,batch_11
11034040401,8019473730,4,7000164196,G02,batch_1
11033010401,8019473638,4,7000164196,G03,batch_16
11206070401,8038297522,4,7000164196,G04,batch_7
11275040401,8010768666,4,7000164196,G05,batch_11
11278040401,8010759848,4,7000164196,G06,batch_7
11047050401,8019471740,4,7000164196,G07,batch_7
11269060401,8010769507,4,7000164196,G08,batch_8
11255040401,8010769359,4,7000164196,G09,batch_8
11259050401,8010769579,4,7000164196,G10,batch_10
11256020401,8010769491,4,7000164196,G11,batch_11
11312010401,8010751566,4,7000164196,G12,batch_4
11205010401,8038297722,4,7000164196,H01,batch_12
11034050401,8019475120,4,7000164196,H02,batch_1
11033020401,8010758916,4,7000164196,H03,batch_16
11244010401,8038293720,4,7000164196,H04,batch_10
11275050401,8010769325,4,7000164196,H05,batch_11
11278050401,8010759111,4,7000164196,H06,batch_7
11047060401,8019472040,4,7000164196,H07,batch_7
11310010401,8010759903,4,7000164196,H08,batch_9
11255050401,8010769114,4,7000164196,H09,batch_8
11259060401,8010769010,4,7000164196,H10,batch_10
11256030401,8010769298,4,7000164196,H11,batch_11
11312040401,8010751680,4,7000164196,H12,batch_4
11312050401,8010769077,4,7000164199,A01,batch_4
11386040401,8040159976,4,7000164199,A02,batch_8
11446070401,8040157742,4,7000164199,A03,batch_3
11338060401,8010751933,4,7000164199,A04,batch_4
11449010401,8040157880,4,7000164199,A05,batch_10
11021050401,8019472087,4,7000164199,A06,batch_3
11180020401,8038297553,4,7000164199,A07,batch_15
11153030401,8019474244,4,7000164199,A08,batch_13
11154040401,8010745949,4,7000164199,A09,batch_7
11155060401,8038299569,4,7000164199,A10,batch_6
11272010401,8010769202,4,7000164199,A11,batch_16
11304040401,8010759654,4,7000164199,A12,batch_5
11312070401,8010751371,4,7000164199,B01,batch_4
11386050401,8040160966,4,7000164199,B02,batch_8
11144010401,8010765976,4,7000164199,B03,batch_13
11338070401,8010751664,4,7000164199,B04,batch_4
11449020401,8040163741,4,7000164199,B05,batch_10
11022010401,8019471200,4,7000164199,B06,batch_7
11180030401,8038297264,4,7000164199,B07,batch_15
11153040401,8019474219,4,7000164199,B08,batch_13
11154050401,8019474091,4,7000164199,B09,batch_7
11262010401,8010769232,4,7000164199,B10,batch_15
11272020401,8010768667,4,7000164199,B11,batch_16
11304050401,8010759275,4,7000164199,B12,batch_5
11063010401,8010746416,4,7000164199,C01,batch_16
11386070401,8040160762,4,7000164199,C02,batch_8
11355010401,8010751944,4,7000164199,C03,batch_13
11410010401,8040162705,4,7000164199,C04,batch_16
11449030401,8040163998,4,7000164199,C05,batch_10
11022020401,8010759032,4,7000164199,C06,batch_7
11180040401,8038296970,4,7000164199,C07,batch_15
11153050401,8019474272,4,7000164199,C08,batch_13
11154070401,8019474209,4,7000164199,C09,batch_7
11262020401,8010769580,4,7000164199,C10,batch_15
11272030401,8010768774,4,7000164199,C11,batch_16
11304060401,8010759184,4,7000164199,C12,batch_5
11063040401,8010746887,4,7000164199,D01,batch_16
11446010401,8040163398,4,7000164199,D02,batch_3
11355040401,8010751574,4,7000164199,D03,batch_13
11410020401,8040162760,4,7000164199,D04,batch_16
11449040401,8040163435,4,7000164199,D05,batch_10
11022030401,8019473810,4,7000164199,D06,batch_7
11180050401,8038297230,4,7000164199,D07,batch_15
11153060401,8019474884,4,7000164199,D08,batch_13
11155010401,8010745903,4,7000164199,D09,batch_6
11262030401,8010769451,4,7000164199,D10,batch_15
11272040401,8010769143,4,7000164199,D11,batch_16
11304070401,8010749012,4,7000164199,D12,batch_5
11063050401,8010746216,4,7000164199,E01,batch_16
11446020401,8040163616,4,7000164199,E02,batch_3
11355050401,8010759457,4,7000164199,E03,batch_13
11410030401,8040162420,4,7000164199,E04,batch_16
11449050401,8040163732,4,7000164199,E05,batch_10
11022040401,8019473725,4,7000164199,E06,batch_7
11180060401,8038296990,4,7000164199,E07,batch_15
11153070401,8019474808,4,7000164199,E08,batch_13
11155020401,8038299444,4,7000164199,E09,batch_6
11262040401,8010769221,4,7000164199,E10,batch_15
11272050401,8010769166,4,7000164199,E11,batch_16
11203010401,8038297717,4,7000164199,E12,batch_6
11063060401,8010746342,4,7000164199,F01,batch_16
11446030401,8040163936,4,7000164199,F02,batch_3
11338010401,8010752064,4,7000164199,F03,batch_4
11410040401,8040163011,4,7000164199,F04,batch_16
11021010401,8019471673,4,7000164199,F05,batch_3
11022050401,8019473558,4,7000164199,F06,batch_7
11180070401,8038297265,4,7000164199,F07,batch_15
11154010401,8019474321,4,7000164199,F08,batch_7
11155030401,8038299453,4,7000164199,F09,batch_6
11262050401,8010768922,4,7000164199,F10,batch_15
11272060401,8010769434,4,7000164199,F11,batch_16
11203040401,8038297697,4,7000164199,F12,batch_6
11063070401,8010746378,4,7000164199,G01,batch_16
11446040401,8040157737,4,7000164199,G02,batch_3
11338040401,8010761431,4,7000164199,G03,batch_4
